linear_time,hierarchical_time,hierarchical_recall,widths,dimensions,n,frac
0.03497495651245117,0.04731302261352539,1.0,0.5,128,40000,0.5
0.03485856056213379,0.04521484375,1.0,0.25,128,40000,0.25
0.03475522994995117,0.031227731704711915,1.0,0.125,128,40000,0.125
0.03404831886291504,0.018006420135498045,1.0,0.0625,128,40000,0.0625
0.03434419631958008,0.008002805709838866,1.0,0.03125,128,40000,0.03125
0.03403491973876953,0.00529170036315918,1.0,0.015625,128,40000,0.015625
0.0344879150390625,0.004171562194824219,1.0,0.0078125,128,40000,0.0078125
0.034306001663208005,0.0030165195465087892,1.0,0.00390625,128,40000,0.00390625
0.034313106536865236,0.0026885509490966798,1.0,0.001953125,128,40000,0.001953125
0.04986133575439453,0.07272276878356934,1.0,0.5,128,60000,0.5
0.04999985694885254,0.06943907737731933,1.0,0.25,128,60000,0.25
0.04979386329650879,0.042288017272949216,1.0,0.125,128,60000,0.125
0.0496431827545166,0.02332782745361328,1.0,0.0625,128,60000,0.0625
0.04934883117675781,0.012143468856811524,1.0,0.03125,128,60000,0.03125
0.048975038528442386,0.0070770263671875,1.0,0.015625,128,60000,0.015625
0.04952239990234375,0.005423307418823242,1.0,0.0078125,128,60000,0.0078125
0.0492617130279541,0.0038556575775146483,1.0,0.00390625,128,60000,0.00390625
0.049569225311279295,0.0030238151550292967,1.0,0.001953125,128,60000,0.001953125
