our_time,linear_time,our_recall,n_points,dimension
0.0005197525024414062,0.0006833076477050781,1.0,1000,2
0.0006823539733886719,0.0006742477416992188,1.0,1000,2
0.0006208419799804688,0.0006880760192871094,1.0,1000,2
0.0006229877471923828,0.0007047653198242188,1.0,1000,2
0.0006895065307617188,0.0006995201110839844,1.0,1000,2
0.0006361007690429688,0.0007190704345703125,1.0,1000,2
0.0005941390991210938,0.0006895065307617188,1.0,1000,2
0.0005712509155273438,0.0006899833679199219,1.0,1000,2
0.0006170272827148438,0.0006940364837646484,1.0,1000,2
0.00043702125549316406,0.0007042884826660156,1.0,1000,2
0.0009338855743408203,0.0009639263153076172,1.0,1500,2
0.0010957717895507812,0.0009768009185791016,1.0,1500,2
0.001001119613647461,0.0009818077087402344,1.0,1500,2
0.0010309219360351562,0.0009903907775878906,1.0,1500,2
0.0007901191711425781,0.0008451938629150391,1.0,1500,2
0.0010259151458740234,0.0009477138519287109,1.0,1500,2
0.0007557868957519531,0.0009245872497558594,1.0,1500,2
0.001140594482421875,0.000957489013671875,1.0,1500,2
0.0009255409240722656,0.0009694099426269531,1.0,1500,2
0.0006277561187744141,0.0009431838989257812,1.0,1500,2
0.0013113021850585938,0.0012919902801513672,1.0,2000,2
0.0010631084442138672,0.0012123584747314453,1.0,2000,2
0.0013949871063232422,0.0012443065643310547,1.0,2000,2
0.0013890266418457031,0.0012545585632324219,1.0,2000,2
0.001325368881225586,0.001214742660522461,1.0,2000,2
0.0015900135040283203,0.001257181167602539,1.0,2000,2
0.0014393329620361328,0.0012629032135009766,1.0,2000,2
0.0015213489532470703,0.0011873245239257812,1.0,2000,2
0.001664876937866211,0.0012731552124023438,1.0,2000,2
0.0014846324920654297,0.0012404918670654297,1.0,2000,2
0.0016453266143798828,0.0015156269073486328,1.0,2500,2
0.0019769668579101562,0.0014946460723876953,1.0,2500,2
0.00197601318359375,0.0015263557434082031,1.0,2500,2
0.001988649368286133,0.0015597343444824219,1.0,2500,2
0.001999378204345703,0.0014920234680175781,1.0,2500,2
0.0019118785858154297,0.0014927387237548828,1.0,2500,2
0.0016787052154541016,0.0014569759368896484,1.0,2500,2
0.0020825862884521484,0.0015304088592529297,1.0,2500,2
0.0020885467529296875,0.0014798641204833984,1.0,2500,2
0.0020601749420166016,0.0014801025390625,1.0,2500,2
0.002629995346069336,0.0018565654754638672,1.0,3000,2
0.0025415420532226562,0.0018000602722167969,1.0,3000,2
0.002094745635986328,0.0017571449279785156,1.0,3000,2
0.002549886703491211,0.0017962455749511719,1.0,3000,2
0.0017611980438232422,0.0017533302307128906,1.0,3000,2
0.0025310516357421875,0.0018067359924316406,1.0,3000,2
0.0023407936096191406,0.0018017292022705078,1.0,3000,2
0.0023784637451171875,0.0017554759979248047,1.0,3000,2
0.001954317092895508,0.0017850399017333984,1.0,3000,2
0.0020346641540527344,0.0018374919891357422,1.0,3000,2
0.0021986961364746094,0.002015829086303711,1.0,3500,2
