our_time,linear_time,our_recall,n_points,dimension
0.0028524398803710938,0.0019865036010742188,1.0,3500,2
0.002078533172607422,0.001977205276489258,1.0,3500,2
0.002665996551513672,0.002004384994506836,1.0,3500,2
0.0024039745330810547,0.0020945072174072266,1.0,3500,2
0.0020749568939208984,0.0020852088928222656,1.0,3500,2
0.0029621124267578125,0.002026796340942383,1.0,3500,2
0.002820730209350586,0.00199127197265625,1.0,3500,2
0.002815723419189453,0.0019078254699707031,1.0,3500,2
0.0020418167114257812,0.0020809173583984375,1.0,3500,2
0.003291606903076172,0.0021195411682128906,1.0,4000,2
0.0028891563415527344,0.002156972885131836,1.0,4000,2
0.0025467872619628906,0.002127408981323242,1.0,4000,2
0.0032062530517578125,0.002208232879638672,1.0,4000,2
0.002496480941772461,0.002142190933227539,1.0,4000,2
0.003256559371948242,0.003323793411254883,1.0,4000,2
0.003195047378540039,0.0021283626556396484,1.0,4000,2
0.003156423568725586,0.003259420394897461,1.0,4000,2
0.0034453868865966797,0.002162456512451172,1.0,4000,2
0.002736330032348633,0.0021381378173828125,1.0,4000,2
0.0037064552307128906,0.002362489700317383,1.0,4500,2
0.0031218528747558594,0.0030128955841064453,1.0,4500,2
0.0037326812744140625,0.002412080764770508,1.0,4500,2
0.003405332565307617,0.0023975372314453125,1.0,4500,2
0.003522157669067383,0.0023589134216308594,1.0,4500,2
0.003596067428588867,0.002406597137451172,1.0,4500,2
0.003691434860229492,0.002427339553833008,1.0,4500,2
0.002895832061767578,0.0029082298278808594,1.0,4500,2
0.0036878585815429688,0.0024034976959228516,1.0,4500,2
0.0037169456481933594,0.0024962425231933594,1.0,4500,2
0.004038095474243164,0.002738475799560547,1.0,5000,2
0.0035381317138671875,0.0027294158935546875,1.0,5000,2
0.004134654998779297,0.0027723312377929688,1.0,5000,2
0.0035817623138427734,0.002729177474975586,1.0,5000,2
0.0027284622192382812,0.0027260780334472656,1.0,5000,2
0.0041429996490478516,0.0027282238006591797,1.0,5000,2
0.0031223297119140625,0.0027408599853515625,1.0,5000,2
0.0039730072021484375,0.0027904510498046875,1.0,5000,2
0.003153085708618164,0.002746105194091797,1.0,5000,2
0.002791166305541992,0.002691984176635742,1.0,5000,2
0.004206657409667969,0.002981424331665039,1.0,5500,2
0.004107236862182617,0.0029811859130859375,1.0,5500,2
0.00451350212097168,0.0029926300048828125,1.0,5500,2
0.0034236907958984375,0.002986431121826172,1.0,5500,2
0.004470348358154297,0.0030083656311035156,1.0,5500,2
0.0031576156616210938,0.0030815601348876953,1.0,5500,2
0.004205465316772461,0.002981901168823242,1.0,5500,2
0.003480672836303711,0.0029616355895996094,1.0,5500,2
0.003834247589111328,0.0030050277709960938,1.0,5500,2
0.0041692256927490234,0.002971172332763672,1.0,5500,2
0.00441431999206543,0.0032563209533691406,1.0,6000,2
0.004739046096801758,0.0032646656036376953,1.0,6000,2
0.004805326461791992,0.0032613277435302734,1.0,6000,2
0.004827737808227539,0.0032563209533691406,1.0,6000,2
0.0049021244049072266,0.0032520294189453125,1.0,6000,2
0.004689455032348633,0.003240346908569336,1.0,6000,2
0.0039997100830078125,0.0032248497009277344,1.0,6000,2
0.003213644027709961,0.0031995773315429688,1.0,6000,2
0.004459857940673828,0.0032227039337158203,1.0,6000,2
0.004979372024536133,0.0032377243041992188,1.0,6000,2
0.005246877670288086,0.0034637451171875,1.0,6500,2
0.0053751468658447266,0.0034482479095458984,1.0,6500,2
0.0053119659423828125,0.003530740737915039,1.0,6500,2
0.004734516143798828,0.0034482479095458984,1.0,6500,2
0.005266666412353516,0.0035309791564941406,1.0,6500,2
0.005233049392700195,0.003563404083251953,1.0,6500,2
0.005167484283447266,0.003509044647216797,1.0,6500,2
0.0038497447967529297,0.0034384727478027344,1.0,6500,2
0.005360841751098633,0.003412961959838867,1.0,6500,2
0.004532814025878906,0.0034990310668945312,1.0,6500,2
0.005400657653808594,0.003733396530151367,1.0,7000,2
0.0046541690826416016,0.0037107467651367188,1.0,7000,2
0.005738019943237305,0.0038385391235351562,1.0,7000,2
0.003743886947631836,0.0036401748657226562,1.0,7000,2
0.004759073257446289,0.003732919692993164,1.0,7000,2
0.0037994384765625,0.0035881996154785156,1.0,7000,2
0.005633831024169922,0.0037360191345214844,1.0,7000,2
0.005875349044799805,0.003874540328979492,1.0,7000,2
0.003919363021850586,0.0037140846252441406,1.0,7000,2
0.005667686462402344,0.0037903785705566406,1.0,7000,2
0.0059757232666015625,0.003980159759521484,1.0,7500,2
0.005073070526123047,0.00390934944152832,1.0,7500,2
0.006229400634765625,0.003985881805419922,1.0,7500,2
0.006272315979003906,0.004002809524536133,1.0,7500,2
0.0058705806732177734,0.004058837890625,1.0,7500,2
0.005092620849609375,0.0039522647857666016,1.0,7500,2
0.006155729293823242,0.003980398178100586,1.0,7500,2
0.005437374114990234,0.003975868225097656,1.0,7500,2
0.004715919494628906,0.0040187835693359375,1.0,7500,2
0.004057645797729492,0.0038979053497314453,1.0,7500,2
0.006314516067504883,0.004243612289428711,1.0,8000,2
0.005501508712768555,0.0042726993560791016,1.0,8000,2
0.006597995758056641,0.004276275634765625,1.0,8000,2
0.0045223236083984375,0.004256010055541992,1.0,8000,2
0.005581378936767578,0.004189968109130859,1.0,8000,2
0.006439924240112305,0.0042073726654052734,1.0,8000,2
0.006436586380004883,0.0042340755462646484,1.0,8000,2
0.006592988967895508,0.004264116287231445,1.0,8000,2
0.006691694259643555,0.0042514801025390625,1.0,8000,2
0.005184650421142578,0.0043888092041015625,1.0,8000,2
0.007108449935913086,0.004516124725341797,1.0,8500,2
0.006539821624755859,0.004574775695800781,1.0,8500,2
0.006158590316772461,0.004482746124267578,1.0,8500,2
0.00449371337890625,0.00446319580078125,1.0,8500,2
0.0069200992584228516,0.004494428634643555,1.0,8500,2
0.0069141387939453125,0.0044994354248046875,1.0,8500,2
0.006294965744018555,0.004446506500244141,1.0,8500,2
0.006497859954833984,0.004458904266357422,1.0,8500,2
0.0060923099517822266,0.004439830780029297,1.0,8500,2
0.006835222244262695,0.004488229751586914,1.0,8500,2
0.007430076599121094,0.004729032516479492,1.0,9000,2
0.007331371307373047,0.0047991275787353516,1.0,9000,2
0.007407426834106445,0.004744291305541992,1.0,9000,2
0.004758119583129883,0.004694938659667969,1.0,9000,2
0.006884098052978516,0.004721164703369141,1.0,9000,2
0.007437229156494141,0.004732847213745117,1.0,9000,2
0.004753589630126953,0.004685401916503906,1.0,9000,2
0.005312204360961914,0.004691123962402344,1.0,9000,2
0.0074689388275146484,0.004838466644287109,1.0,9000,2
0.006749153137207031,0.0047147274017333984,1.0,9000,2
0.007787466049194336,0.0049953460693359375,1.0,9500,2
0.005677461624145508,0.004921674728393555,1.0,9500,2
0.0076029300689697266,0.0049593448638916016,1.0,9500,2
0.006730556488037109,0.00495457649230957,1.0,9500,2
0.007696866989135742,0.005003213882446289,1.0,9500,2
0.007684469223022461,0.0050165653228759766,1.0,9500,2
0.005528926849365234,0.004940986633300781,1.0,9500,2
0.0073664188385009766,0.004931449890136719,1.0,9500,2
0.005093574523925781,0.004935503005981445,1.0,9500,2
0.007696866989135742,0.0050165653228759766,1.0,9500,2
