our_time,linear_time,our_recall,dim,n_points,width
0.011559724807739258,0.006966590881347656,1.0,2,10000,5009
0.009376049041748047,0.0069501399993896484,1.0,2,10000,5009
0.008953571319580078,0.006987333297729492,0.9988004798080767,2,10000,5002
0.008726358413696289,0.006943464279174805,0.999401078059493,2,10000,5009
0.008417367935180664,0.007201194763183594,0.9981740718198417,2,10000,4929
0.00438237190246582,0.00698399543762207,1.0,2,10000,2454
0.004446983337402344,0.006948709487915039,0.9976086090075728,2,10000,2509
0.004606962203979492,0.006987810134887695,0.9988043045037863,2,10000,2509
0.004423618316650391,0.006932735443115234,0.9976086090075728,2,10000,2509
0.0042493343353271484,0.006968498229980469,0.9964057507987221,2,10000,2504
0.002199411392211914,0.006889820098876953,0.9976,2,10000,1250
0.002298593521118164,0.006926298141479492,0.9952,2,10000,1250
0.002177715301513672,0.006932973861694336,0.9976,2,10000,1250
0.002151966094970703,0.0069277286529541016,0.9951845906902087,2,10000,1246
0.0024199485778808594,0.007676839828491211,0.9951923076923077,2,10000,1248
0.0011265277862548828,0.006913185119628906,0.9904,2,10000,625
0.0011129379272460938,0.007089376449584961,0.9904,2,10000,625
0.0011343955993652344,0.006897687911987305,0.9904,2,10000,625
0.001378774642944336,0.0069124698638916016,1.0,2,10000,633
0.0011997222900390625,0.0069561004638671875,0.9904153354632588,2,10000,626
0.0005662441253662109,0.006929874420166016,1.0,2,10000,312
0.0006058216094970703,0.006951808929443359,0.9903846153846154,2,10000,312
0.0005962848663330078,0.006916046142578125,0.9903846153846154,2,10000,312
0.0008122920989990234,0.006909608840942383,1.0,2,10000,320
0.000713348388671875,0.0069370269775390625,1.0,2,10000,317
0.0003352165222167969,0.006915092468261719,1.0,2,10000,156
0.0005517005920410156,0.00750422477722168,1.0,2,10000,161
0.00036215782165527344,0.006908416748046875,1.0,2,10000,110
0.00034689903259277344,0.006937265396118164,1.0,2,10000,154
0.0003647804260253906,0.006875514984130859,1.0,2,10000,156
0.00017976760864257812,0.00690007209777832,1.0,2,10000,78
0.00019812583923339844,0.006907224655151367,1.0,2,10000,78
0.0002837181091308594,0.006886720657348633,1.0,2,10000,80
0.00018405914306640625,0.007046699523925781,1.0,2,10000,78
0.00043463706970214844,0.006883382797241211,1.0,2,10000,86
0.00011992454528808594,0.006922006607055664,1.0,2,10000,39
0.00013566017150878906,0.006913900375366211,1.0,2,10000,38
0.00011134147644042969,0.006899833679199219,1.0,2,10000,39
0.000118255615234375,0.006890058517456055,1.0,2,10000,39
0.00012063980102539062,0.006864309310913086,1.0,2,10000,39
8.869171142578125e-05,0.0069086551666259766,1.0,2,10000,19
8.749961853027344e-05,0.006853818893432617,1.0,2,10000,19
0.00018644332885742188,0.006852865219116211,1.0,2,10000,19
0.0010340213775634766,0.007094621658325195,1.0,2,10000,28
7.390975952148438e-05,0.0069463253021240234,1.0,2,10000,19
0.012782573699951172,0.007071018218994141,0.9918,4,10000,5000
0.009779691696166992,0.007079362869262695,0.995999199839968,4,10000,4999
0.00924062728881836,0.007097482681274414,0.9945989197839568,4,10000,4999
0.009917736053466797,0.007067203521728516,0.9916083916083916,4,10000,5005
0.009831905364990234,0.007098674774169922,0.9919967987194878,4,10000,4998
0.005619525909423828,0.007044315338134766,0.9918929874341306,4,10000,2467
0.004797458648681641,0.007044553756713867,0.9988,4,10000,2500
0.005063772201538086,0.0070421695709228516,0.9932243921881228,4,10000,2509
0.0059490203857421875,0.007046699523925781,0.9920286966919091,4,10000,2509
0.004904031753540039,0.007075309753417969,0.9972,4,10000,2500
0.0027604103088378906,0.007037162780761719,0.9912,4,10000,1250
0.003045797348022461,0.0070362091064453125,0.9975980784627703,4,10000,1249
0.0024330615997314453,0.007039546966552734,1.0,4,10000,1250
0.002452373504638672,0.0070037841796875,1.0,4,10000,1250
0.0030374526977539062,0.007048606872558594,1.0,4,10000,1250
0.0019202232360839844,0.006986856460571289,0.988835725677831,4,10000,627
0.0014188289642333984,0.0070285797119140625,1.0,4,10000,625
0.0013113021850585938,0.007024526596069336,1.0,4,10000,625
0.0014805793762207031,0.007018327713012695,1.0,4,10000,625
0.0014376640319824219,0.007004737854003906,1.0,4,10000,624
0.0007510185241699219,0.007044553756713867,1.0,4,10000,311
