our_time,linear_time,our_recall,dim,n_points,width
0.005023002624511719,0.0066242218017578125,1.0,2,10000,5009
0.004244327545166016,0.0066874027252197266,1.0,2,10000,4999
0.004351377487182617,0.006618976593017578,1.0,2,10000,5001
0.00428318977355957,0.006600141525268555,1.0,2,10000,5009
0.004454135894775391,0.006594657897949219,1.0,2,10000,5007
0.002522706985473633,0.006548166275024414,1.0,2,10000,2505
0.0030913352966308594,0.006548166275024414,1.0,2,10000,2501
0.002965211868286133,0.006577968597412109,1.0,2,10000,2509
0.002454042434692383,0.006586313247680664,1.0,2,10000,2509
0.0026552677154541016,0.006725788116455078,1.0,2,10000,2509
0.0013535022735595703,0.0065288543701171875,1.0,2,10000,1249
0.0015418529510498047,0.006488323211669922,1.0,2,10000,1253
0.0015454292297363281,0.006548166275024414,1.0,2,10000,1255
0.0019648075103759766,0.006567478179931641,1.0,2,10000,1255
0.0012421607971191406,0.0065038204193115234,1.0,2,10000,1250
0.0008907318115234375,0.006599903106689453,1.0,2,10000,340
0.0008428096771240234,0.006460905075073242,1.0,2,10000,625
0.0009222030639648438,0.0064733028411865234,1.0,2,10000,625
0.0007221698760986328,0.006495952606201172,1.0,2,10000,625
0.0006566047668457031,0.006458282470703125,1.0,2,10000,624
0.0013086795806884766,0.006504058837890625,1.0,2,10000,315
0.0006406307220458984,0.006451845169067383,1.0,2,10000,312
0.0005347728729248047,0.006447315216064453,1.0,2,10000,310
0.0006003379821777344,0.00646209716796875,1.0,2,10000,311
0.0005929470062255859,0.0064678192138671875,1.0,2,10000,311
0.00037741661071777344,0.006460428237915039,1.0,2,10000,156
0.0004773139953613281,0.006533622741699219,1.0,2,10000,156
0.0004246234893798828,0.006479024887084961,1.0,2,10000,156
0.0003447532653808594,0.0064792633056640625,1.0,2,10000,156
0.0011324882507324219,0.00645899772644043,1.0,2,10000,165
0.0004246234893798828,0.006448507308959961,1.0,2,10000,78
0.0004215240478515625,0.006447792053222656,1.0,2,10000,77
0.0005915164947509766,0.006470680236816406,1.0,2,10000,78
0.0004892349243164062,0.006849050521850586,1.0,2,10000,77
0.00036263465881347656,0.006458282470703125,1.0,2,10000,78
0.0007927417755126953,0.006462574005126953,1.0,2,10000,43
0.0003409385681152344,0.006440162658691406,1.0,2,10000,39
0.0003402233123779297,0.0064961910247802734,1.0,2,10000,39
0.00035762786865234375,0.0064694881439208984,1.0,2,10000,39
0.0009775161743164062,0.0064961910247802734,1.0,2,10000,48
0.0003418922424316406,0.0064394474029541016,1.0,2,10000,19
0.00034046173095703125,0.006724357604980469,1.0,2,10000,19
0.0003409385681152344,0.006494998931884766,1.0,2,10000,19
0.0003452301025390625,0.006500720977783203,1.0,2,10000,19
0.0003445148468017578,0.0065326690673828125,1.0,2,10000,19
0.0058863162994384766,0.0066754817962646484,1.0,4,10000,5000
0.005392313003540039,0.006746530532836914,1.0,4,10000,5000
0.006296634674072266,0.0067081451416015625,0.9997968718261223,4,10000,4923
0.0067138671875,0.006707906723022461,0.9998001998001999,4,10000,5005
