our_time,linear_time,our_recall,dim,n_points,width
0.0009613037109375,0.006569623947143555,1.0,8,10000,624
0.0013096332550048828,0.007222414016723633,1.0,8,10000,625
0.00093841552734375,0.006585836410522461,1.0,8,10000,625
0.0007758140563964844,0.0065593719482421875,1.0,8,10000,311
0.0005748271942138672,0.006589412689208984,1.0,8,10000,312
0.0006983280181884766,0.006551027297973633,1.0,8,10000,312
0.0006697177886962891,0.0065801143646240234,1.0,8,10000,312
0.0006403923034667969,0.006578207015991211,1.0,8,10000,312
0.000392913818359375,0.006583452224731445,1.0,8,10000,156
0.0005521774291992188,0.006566524505615234,1.0,8,10000,156
0.00046944618225097656,0.006570339202880859,1.0,8,10000,156
0.0004143714904785156,0.006583690643310547,1.0,8,10000,156
0.00045013427734375,0.006578922271728516,1.0,8,10000,156
0.0002865791320800781,0.006569385528564453,1.0,8,10000,78
0.00033545494079589844,0.0065762996673583984,1.0,8,10000,78
0.00029277801513671875,0.0065882205963134766,1.0,8,10000,76
0.00030922889709472656,0.006737232208251953,1.0,8,10000,78
0.00032448768615722656,0.006598711013793945,1.0,8,10000,78
0.00026488304138183594,0.006565093994140625,1.0,8,10000,38
0.0002570152282714844,0.0065844058990478516,1.0,8,10000,38
0.00021195411682128906,0.006589174270629883,1.0,8,10000,39
0.00020813941955566406,0.006575584411621094,1.0,8,10000,39
0.000293731689453125,0.006586790084838867,1.0,8,10000,38
0.00020623207092285156,0.006577014923095703,1.0,8,10000,18
0.00020766258239746094,0.006583213806152344,1.0,8,10000,19
0.00020956993103027344,0.0065877437591552734,1.0,8,10000,19
0.00020813941955566406,0.006579399108886719,1.0,8,10000,18
0.00038361549377441406,0.006994962692260742,1.0,8,10000,19
0.009336233139038086,0.006811618804931641,1.0,16,10000,5000
0.008640050888061523,0.0068280696868896484,1.0,16,10000,5000
0.008053064346313477,0.006800174713134766,1.0,16,10000,5000
0.008042097091674805,0.006740093231201172,1.0,16,10000,5000
0.008100748062133789,0.00678706169128418,1.0,16,10000,4999
0.006765604019165039,0.006758451461791992,1.0,16,10000,2500
0.005038738250732422,0.006694316864013672,1.0,16,10000,2500
0.005482196807861328,0.0067441463470458984,1.0,16,10000,2500
0.005208015441894531,0.0069620609283447266,1.0,16,10000,2500
0.006960153579711914,0.006707906723022461,1.0,16,10000,2500
0.004095315933227539,0.006700992584228516,1.0,16,10000,1250
0.0043315887451171875,0.006713151931762695,1.0,16,10000,1250
0.0024302005767822266,0.0066568851470947266,1.0,16,10000,1250
0.0038826465606689453,0.006715297698974609,1.0,16,10000,1250
0.0029163360595703125,0.0067119598388671875,1.0,16,10000,1250
0.002811431884765625,0.00706791877746582,1.0,16,10000,625
0.002484560012817383,0.006701946258544922,1.0,16,10000,625
0.0017600059509277344,0.006714820861816406,1.0,16,10000,624
0.0019109249114990234,0.0066335201263427734,1.0,16,10000,625
0.002286195755004883,0.006728649139404297,1.0,16,10000,624
0.0008697509765625,0.006693363189697266,1.0,16,10000,312
0.0007979869842529297,0.006653308868408203,1.0,16,10000,312
0.0006945133209228516,0.00669097900390625,1.0,16,10000,312
0.0012896060943603516,0.006719827651977539,1.0,16,10000,311
0.000843048095703125,0.006809711456298828,1.0,16,10000,312
0.0006585121154785156,0.006720304489135742,1.0,16,10000,156
0.0006048679351806641,0.006719350814819336,1.0,16,10000,156
0.0006208419799804688,0.006671428680419922,1.0,16,10000,156
0.0007829666137695312,0.006865739822387695,1.0,16,10000,156
0.0005383491516113281,0.0067217350006103516,1.0,16,10000,156
0.00042748451232910156,0.006634712219238281,1.0,16,10000,78
0.0005066394805908203,0.006711006164550781,1.0,16,10000,78
0.00044274330139160156,0.006798744201660156,1.0,16,10000,78
0.00042724609375,0.006669282913208008,1.0,16,10000,78
0.00042176246643066406,0.006677150726318359,1.0,16,10000,78
0.0004138946533203125,0.00678563117980957,1.0,16,10000,38
0.00038313865661621094,0.006622791290283203,1.0,16,10000,38
0.0003600120544433594,0.00671076774597168,1.0,16,10000,38
0.00043272972106933594,0.00670313835144043,1.0,16,10000,37
0.0003750324249267578,0.006650686264038086,1.0,16,10000,38
0.00035190582275390625,0.00668025016784668,1.0,16,10000,19
0.0003540515899658203,0.006825923919677734,1.0,16,10000,19
0.0003712177276611328,0.006640195846557617,1.0,16,10000,19
0.00036072731018066406,0.0066792964935302734,1.0,16,10000,18
0.0004153251647949219,0.006681919097900391,1.0,16,10000,19
0.009673118591308594,0.007029056549072266,1.0,32,10000,5000
0.009044170379638672,0.006859540939331055,1.0,32,10000,4999
0.008435964584350586,0.00695037841796875,1.0,32,10000,5000
0.008426427841186523,0.006757259368896484,1.0,32,10000,5000
0.008456945419311523,0.006760120391845703,1.0,32,10000,4999
0.007350444793701172,0.006713390350341797,1.0,32,10000,2500
0.007004737854003906,0.006779193878173828,1.0,32,10000,2500
0.007671833038330078,0.0068378448486328125,1.0,32,10000,2499
0.0071713924407958984,0.006709098815917969,1.0,32,10000,2500
0.006018877029418945,0.006874561309814453,1.0,32,10000,2499
0.00334930419921875,0.006687641143798828,1.0,32,10000,1249
0.004283428192138672,0.006694793701171875,1.0,32,10000,1250
0.003119230270385742,0.006674051284790039,1.0,32,10000,1249
0.004961252212524414,0.006686210632324219,1.0,32,10000,1250
0.004669666290283203,0.007113456726074219,1.0,32,10000,1249
0.0030393600463867188,0.006680011749267578,1.0,32,10000,625
0.0025746822357177734,0.006685972213745117,1.0,32,10000,624
0.0025529861450195312,0.006665468215942383,1.0,32,10000,624
0.004177570343017578,0.006697893142700195,1.0,32,10000,625
0.0018541812896728516,0.006690025329589844,1.0,32,10000,624
0.0010437965393066406,0.00670313835144043,1.0,32,10000,312
0.001539468765258789,0.0066680908203125,1.0,32,10000,312
0.0011394023895263672,0.006685733795166016,1.0,32,10000,312
0.0012691020965576172,0.006669521331787109,1.0,32,10000,311
0.0010938644409179688,0.006700754165649414,1.0,32,10000,311
0.0007739067077636719,0.006671905517578125,1.0,32,10000,155
0.0008349418640136719,0.006700038909912109,1.0,32,10000,156
0.00080108642578125,0.006879091262817383,1.0,32,10000,156
0.0008859634399414062,0.006688833236694336,1.0,32,10000,155
0.0007524490356445312,0.006666898727416992,1.0,32,10000,156
0.0006651878356933594,0.006655693054199219,1.0,32,10000,78
0.0006659030914306641,0.006699085235595703,1.0,32,10000,78
0.0006623268127441406,0.006857156753540039,1.0,32,10000,78
0.0007205009460449219,0.006665468215942383,1.0,32,10000,78
0.0006670951843261719,0.006692409515380859,1.0,32,10000,77
0.0005967617034912109,0.00667881965637207,1.0,32,10000,38
0.0005829334259033203,0.00697016716003418,1.0,32,10000,39
0.0006151199340820312,0.0066831111907958984,1.0,32,10000,39
0.0007491111755371094,0.007050275802612305,1.0,32,10000,39
0.0006005764007568359,0.0066928863525390625,1.0,32,10000,39
0.00057220458984375,0.006816864013671875,1.0,32,10000,19
0.0005774497985839844,0.006661176681518555,1.0,32,10000,18
0.0005748271942138672,0.0066678524017333984,1.0,32,10000,19
0.0005631446838378906,0.006666421890258789,1.0,32,10000,18
0.0005748271942138672,0.006636619567871094,1.0,32,10000,19
