our_time,linear_time,our_recall,dim,n_points,width
0.005242824554443359,0.00657343864440918,1.0,2,10000,5009
0.004858970642089844,0.006612539291381836,0.9964014394242303,2,10000,5002
0.0045337677001953125,0.006609201431274414,1.0,2,10000,5005
0.004542112350463867,0.006610393524169922,1.0,2,10000,5009
0.004563093185424805,0.006561994552612305,1.0,2,10000,5009
0.002321481704711914,0.006568431854248047,0.9988033506182689,2,10000,2507
0.002313375473022461,0.006517648696899414,1.0,2,10000,2505
0.0025734901428222656,0.006562232971191406,1.0,2,10000,2509
0.002386331558227539,0.006542682647705078,1.0,2,10000,2504
0.002475261688232422,0.006565570831298828,1.0,2,10000,2500
0.0012171268463134766,0.006497859954833984,1.0,2,10000,1250
0.0013582706451416016,0.006547451019287109,1.0,2,10000,1250
0.0013954639434814453,0.0064945220947265625,1.0,2,10000,1250
0.0012717247009277344,0.0065190792083740234,1.0,2,10000,1254
0.0012154579162597656,0.006506681442260742,1.0,2,10000,1255
0.0009591579437255859,0.0074236392974853516,1.0,2,10000,628
0.0006005764007568359,0.0065152645111083984,1.0,2,10000,520
0.0006237030029296875,0.006544351577758789,1.0,2,10000,625
0.0006153583526611328,0.0065135955810546875,1.0,2,10000,625
0.0006256103515625,0.006587505340576172,1.0,2,10000,624
0.0006759166717529297,0.00651860237121582,1.0,2,10000,315
0.00037670135498046875,0.0065534114837646484,1.0,2,10000,312
0.00038909912109375,0.006488800048828125,1.0,2,10000,315
0.00036454200744628906,0.0065577030181884766,1.0,2,10000,312
0.00040459632873535156,0.006551027297973633,1.0,2,10000,312
0.00020003318786621094,0.00664830207824707,1.0,2,10000,155
0.00022411346435546875,0.00651860237121582,1.0,2,10000,156
0.00020885467529296875,0.006541728973388672,1.0,2,10000,156
0.00020384788513183594,0.006512880325317383,1.0,2,10000,156
0.0002231597900390625,0.006545066833496094,1.0,2,10000,156
0.00036978721618652344,0.006501674652099609,1.0,2,10000,78
0.00015497207641601562,0.006541728973388672,1.0,2,10000,78
0.00025534629821777344,0.00659632682800293,1.0,2,10000,83
0.00014090538024902344,0.006523609161376953,1.0,2,10000,78
0.0001385211944580078,0.006486654281616211,1.0,2,10000,78
0.00012493133544921875,0.006714582443237305,1.0,2,10000,39
0.00016617774963378906,0.006517648696899414,1.0,2,10000,47
0.000110626220703125,0.006547212600708008,1.0,2,10000,38
0.00013971328735351562,0.006518363952636719,1.0,2,10000,38
0.00011706352233886719,0.006578683853149414,1.0,2,10000,39
0.00010085105895996094,0.006504058837890625,1.0,2,10000,19
7.677078247070312e-05,0.006577491760253906,1.0,2,10000,18
0.00023794174194335938,0.006763935089111328,1.0,2,10000,19
7.677078247070312e-05,0.006543159484863281,1.0,2,10000,19
7.653236389160156e-05,0.006505727767944336,1.0,2,10000,19
0.006091594696044922,0.00663447380065918,1.0,4,10000,4999
0.005823850631713867,0.006656169891357422,1.0,4,10000,5000
0.005268573760986328,0.0066792964935302734,1.0,4,10000,5001
0.0055446624755859375,0.006816864013671875,1.0,4,10000,4999
0.005996227264404297,0.0066912174224853516,1.0,4,10000,5008
0.0029582977294921875,0.006578922271728516,1.0,4,10000,2500
0.0032215118408203125,0.006643772125244141,1.0,4,10000,2502
0.003144502639770508,0.006585359573364258,1.0,4,10000,2500
0.0028562545776367188,0.0066356658935546875,1.0,4,10000,2500
0.0030095577239990234,0.00658726692199707,1.0,4,10000,2500
0.0014216899871826172,0.006619453430175781,1.0,4,10000,1250
0.0015559196472167969,0.006687164306640625,1.0,4,10000,1250
0.0015861988067626953,0.006608009338378906,1.0,4,10000,1250
0.0014476776123046875,0.0065517425537109375,1.0,4,10000,1250
0.0015840530395507812,0.006543636322021484,1.0,4,10000,1250
0.0008063316345214844,0.00652313232421875,1.0,4,10000,624
0.0008757114410400391,0.006541728973388672,1.0,4,10000,624
0.0007560253143310547,0.006541252136230469,1.0,4,10000,625
0.0007762908935546875,0.0065882205963134766,1.0,4,10000,625
0.0008742809295654297,0.006523847579956055,1.0,4,10000,625
0.0006868839263916016,0.0071680545806884766,1.0,4,10000,311
0.0004661083221435547,0.006520271301269531,1.0,4,10000,312
0.0005440711975097656,0.006768226623535156,1.0,4,10000,311
0.0005018711090087891,0.006537199020385742,1.0,4,10000,310
0.0004782676696777344,0.006579160690307617,1.0,4,10000,312
0.0002949237823486328,0.006581544876098633,1.0,4,10000,156
0.00039577484130859375,0.006670713424682617,1.0,4,10000,156
0.0002913475036621094,0.0066432952880859375,1.0,4,10000,156
0.00034117698669433594,0.0065765380859375,1.0,4,10000,154
0.0003426074981689453,0.006561279296875,1.0,4,10000,156
0.00021409988403320312,0.006718158721923828,1.0,4,10000,78
0.0002238750457763672,0.006570339202880859,1.0,4,10000,78
0.00021076202392578125,0.006580352783203125,1.0,4,10000,78
0.00034737586975097656,0.006528615951538086,1.0,4,10000,78
0.00020051002502441406,0.006757259368896484,1.0,4,10000,78
0.00015282630920410156,0.006510496139526367,1.0,4,10000,39
0.00013184547424316406,0.006602764129638672,1.0,4,10000,39
0.0001742839813232422,0.006543874740600586,1.0,4,10000,39
0.0001628398895263672,0.006620645523071289,1.0,4,10000,39
0.00013589859008789062,0.0065572261810302734,1.0,4,10000,39
0.0001671314239501953,0.006625652313232422,1.0,4,10000,19
0.0001087188720703125,0.006514549255371094,1.0,4,10000,19
0.00011301040649414062,0.006586790084838867,1.0,4,10000,19
0.00010919570922851562,0.006513118743896484,1.0,4,10000,18
0.00015091896057128906,0.0065724849700927734,1.0,4,10000,18
0.007578611373901367,0.006679534912109375,1.0,8,10000,4999
0.00738978385925293,0.006668806076049805,1.0,8,10000,5000
0.006192445755004883,0.006645679473876953,1.0,8,10000,4998
0.00692296028137207,0.006645917892456055,1.0,8,10000,4999
0.0071675777435302734,0.006647586822509766,1.0,8,10000,5000
0.004371166229248047,0.006627559661865234,1.0,8,10000,2500
0.003665924072265625,0.006597042083740234,1.0,8,10000,2500
0.005033969879150391,0.006608009338378906,1.0,8,10000,2498
0.0047457218170166016,0.006579875946044922,1.0,8,10000,2500
0.004658699035644531,0.006602048873901367,1.0,8,10000,2500
0.002314329147338867,0.0065555572509765625,1.0,8,10000,1249
0.0023033618927001953,0.006559610366821289,1.0,8,10000,1248
0.0019383430480957031,0.006578207015991211,1.0,8,10000,1250
0.003281116485595703,0.006560325622558594,1.0,8,10000,1249
0.0025758743286132812,0.006588459014892578,1.0,8,10000,1249
0.0010554790496826172,0.006578683853149414,1.0,8,10000,625
0.0010395050048828125,0.00655674934387207,1.0,8,10000,625
