our_time,linear_time,our_recall,n_points,dimension
0.00014781951904296875,0.002604961395263672,1.0,3500,2
0.0018877983093261719,0.0026340484619140625,1.0,3500,2
0.00015044212341308594,0.0026254653930664062,1.0,3500,2
0.0002090930938720703,0.0026116371154785156,1.0,3500,2
0.0014312267303466797,0.002588033676147461,1.0,3500,2
0.0001461505889892578,0.0025932788848876953,1.0,3500,2
0.0018804073333740234,0.0026197433471679688,1.0,3500,2
0.00016999244689941406,0.0025930404663085938,1.0,3500,2
0.0035696029663085938,0.0029909610748291016,1.0,4000,2
0.0018389225006103516,0.0029900074005126953,1.0,4000,2
0.002535104751586914,0.0029680728912353516,1.0,4000,2
0.0001556873321533203,0.0030069351196289062,1.0,4000,2
0.0001888275146484375,0.002933025360107422,1.0,4000,2
0.0001475811004638672,0.002959728240966797,1.0,4000,2
0.0001366138458251953,0.0029587745666503906,1.0,4000,2
0.002154111862182617,0.0029435157775878906,1.0,4000,2
0.0017461776733398438,0.0029773712158203125,1.0,4000,2
0.00017690658569335938,0.0029659271240234375,1.0,4000,2
0.0019223690032958984,0.0032820701599121094,1.0,4500,2
0.0001862049102783203,0.0032753944396972656,1.0,4500,2
0.0017621517181396484,0.003304719924926758,1.0,4500,2
0.0034439563751220703,0.003322124481201172,1.0,4500,2
0.0001723766326904297,0.003283262252807617,1.0,4500,2
0.0001735687255859375,0.003265380859375,1.0,4500,2
0.00015234947204589844,0.003285646438598633,1.0,4500,2
0.00016880035400390625,0.0032541751861572266,1.0,4500,2
0.0001518726348876953,0.003304719924926758,1.0,4500,2
0.00017905235290527344,0.003297090530395508,1.0,4500,2
0.002053499221801758,0.003659963607788086,1.0,5000,2
0.0001742839813232422,0.003671884536743164,1.0,5000,2
0.000164031982421875,0.003634929656982422,1.0,5000,2
0.001949310302734375,0.0036716461181640625,1.0,5000,2
0.00019979476928710938,0.0036017894744873047,1.0,5000,2
0.00018310546875,0.003612041473388672,1.0,5000,2
0.00017523765563964844,0.003626108169555664,1.0,5000,2
0.00018835067749023438,0.003690481185913086,1.0,5000,2
0.000171661376953125,0.0036199092864990234,1.0,5000,2
0.002558469772338867,0.0036439895629882812,1.0,5000,2
0.0001976490020751953,0.004009246826171875,1.0,5500,2
0.0001766681671142578,0.003995418548583984,1.0,5500,2
0.00014829635620117188,0.003957271575927734,1.0,5500,2
0.00018072128295898438,0.003977060317993164,1.0,5500,2
0.002307415008544922,0.004034519195556641,1.0,5500,2
0.0002002716064453125,0.003975391387939453,1.0,5500,2
0.00015926361083984375,0.003998517990112305,1.0,5500,2
0.0035657882690429688,0.0039899349212646484,1.0,5500,2
0.00019121170043945312,0.003930091857910156,1.0,5500,2
0.0021445751190185547,0.004010677337646484,1.0,5500,2
0.003193378448486328,0.0043070316314697266,1.0,6000,2
0.0001595020294189453,0.00432276725769043,1.0,6000,2
0.003671407699584961,0.004343748092651367,1.0,6000,2
0.00017595291137695312,0.004309654235839844,1.0,6000,2
0.0001392364501953125,0.004401683807373047,1.0,6000,2
0.0001678466796875,0.004362583160400391,1.0,6000,2
0.0001475811004638672,0.004318952560424805,1.0,6000,2
0.005181789398193359,0.004307746887207031,1.0,6000,2
0.006033658981323242,0.004351139068603516,0.9991285403050109,6000,2
0.002513885498046875,0.004425525665283203,1.0,6000,2
0.0027112960815429688,0.004693746566772461,1.0,6500,2
0.006333351135253906,0.0047070980072021484,1.0,6500,2
0.0025641918182373047,0.004681825637817383,1.0,6500,2
0.0001957416534423828,0.004639387130737305,1.0,6500,2
0.0001838207244873047,0.0046291351318359375,1.0,6500,2
0.005368471145629883,0.004671812057495117,0.9246802463287541,6500,2
0.00019121170043945312,0.0046803951263427734,1.0,6500,2
0.0025382041931152344,0.004654884338378906,1.0,6500,2
0.0026078224182128906,0.0046079158782958984,1.0,6500,2
0.0026116371154785156,0.004775524139404297,1.0,6500,2
0.0053369998931884766,0.004968166351318359,1.0,7000,2
0.0002002716064453125,0.004962921142578125,1.0,7000,2
0.00018835067749023438,0.005121946334838867,1.0,7000,2
0.005976200103759766,0.004942417144775391,0.9880679210647085,7000,2
0.0006110668182373047,0.005023002624511719,1.0,7000,2
0.00017786026000976562,0.004948854446411133,1.0,7000,2
0.0037393569946289062,0.004942178726196289,1.0,7000,2
0.002803325653076172,0.0049893856048583984,1.0,7000,2
0.006152153015136719,0.005134105682373047,1.0,7000,2
0.004055023193359375,0.00502324104309082,1.0,7000,2
0.0063588619232177734,0.0054018497467041016,1.0,7500,2
0.0071523189544677734,0.005506277084350586,1.0,7500,2
0.003008127212524414,0.005555391311645508,1.0,7500,2
0.003055095672607422,0.005368709564208984,1.0,7500,2
0.00022125244140625,0.0054323673248291016,1.0,7500,2
0.007561922073364258,0.005438566207885742,1.0,7500,2
0.0029799938201904297,0.005284547805786133,1.0,7500,2
0.00017404556274414062,0.005259037017822266,1.0,7500,2
0.003957509994506836,0.005335092544555664,1.0,7500,2
0.007307291030883789,0.005321502685546875,0.9992925362575168,7500,2
0.00021910667419433594,0.005689382553100586,1.0,8000,2
0.00017213821411132812,0.00562286376953125,1.0,8000,2
0.007223606109619141,0.005721330642700195,1.0,8000,2
0.0002124309539794922,0.005776166915893555,1.0,8000,2
0.007825851440429688,0.006048679351806641,0.9953317772590864,8000,2
0.00021123886108398438,0.005817413330078125,1.0,8000,2
0.007742881774902344,0.005976676940917969,0.997283531409168,8000,2
0.006659507751464844,0.005926370620727539,1.0,8000,2
0.00022125244140625,0.0058057308197021484,1.0,8000,2
0.003291606903076172,0.0056841373443603516,1.0,8000,2
0.00023865699768066406,0.006128549575805664,1.0,8500,2
0.000171661376953125,0.0061969757080078125,1.0,8500,2
0.006022214889526367,0.006211757659912109,1.0,8500,2
0.00026679039001464844,0.006041526794433594,1.0,8500,2
0.00017642974853515625,0.006039619445800781,1.0,8500,2
0.00016689300537109375,0.005975961685180664,1.0,8500,2
0.0075321197509765625,0.006084442138671875,1.0,8500,2
0.007720232009887695,0.005969524383544922,1.0,8500,2
0.0033555030822753906,0.005908489227294922,1.0,8500,2
0.00019168853759765625,0.005983829498291016,1.0,8500,2
0.00020623207092285156,0.006437540054321289,1.0,9000,2
0.006093740463256836,0.006327390670776367,1.0,9000,2
0.0003142356872558594,0.006136178970336914,1.0,9000,2
0.00469660758972168,0.0063626766204833984,1.0,9000,2
0.00028204917907714844,0.006325960159301758,1.0,9000,2
0.00019693374633789062,0.006316184997558594,1.0,9000,2
0.0037565231323242188,0.006316661834716797,1.0,9000,2
0.0036416053771972656,0.006299734115600586,1.0,9000,2
0.008330106735229492,0.0065081119537353516,1.0,9000,2
0.0035851001739501953,0.006636857986450195,1.0,9000,2
0.0002110004425048828,0.006989955902099609,1.0,9500,2
0.00017595291137695312,0.0068247318267822266,1.0,9500,2
0.00019788742065429688,0.006701946258544922,1.0,9500,2
0.00015401840209960938,0.006907463073730469,1.0,9500,2
0.003594636917114258,0.006803750991821289,1.0,9500,2
0.0060176849365234375,0.0068624019622802734,1.0,9500,2
0.00021886825561523438,0.0068361759185791016,1.0,9500,2
0.003595590591430664,0.00677037239074707,1.0,9500,2
0.007643222808837891,0.0069446563720703125,1.0,9500,2
0.0002193450927734375,0.006863832473754883,1.0,9500,2
