n,dim,degree,epsnet_size_ratio,output_size,random_recall,theta_recall,knn_recall,linear_recall,random_time,theta_time,knn_time,linear_time
1000,32,32,0.0078125,0.0078125,0.0,,0.0,1.0,5.078315734863281e-05,,3.337860107421875e-05,0.004021644592285156
1000,32,64,0.0625,0.125,1.0,,1.0,1.0,0.0050089359283447266,,0.004902839660644531,0.004017829895019531
1000,32,64,0.0625,0.0078125,0.0,,0.0,1.0,0.0002799034118652344,,0.00026106834411621094,0.00403141975402832
1000,32,64,0.0078125,0.125,1.0,,0.0,1.0,0.0049588680267333984,,3.170967102050781e-05,0.004086494445800781
1000,32,64,0.0078125,0.0078125,0.0,,0.0,1.0,5.5789947509765625e-05,,3.361701965332031e-05,0.004347324371337891
2000,4,16,0.0625,0.125,1.0,,1.0,1.0,0.003109455108642578,,0.001401662826538086,0.002248525619506836
2000,4,16,0.0625,0.0078125,0.13333333333333333,,0.0,1.0,0.0002758502960205078,,0.0001590251922607422,0.0022902488708496094
2000,4,16,0.0078125,0.125,0.9718875502008032,,0.0,1.0,0.002963542938232422,,2.193450927734375e-05,0.00241851806640625
2000,4,16,0.0078125,0.0078125,0.0,,0.0,1.0,4.4345855712890625e-05,,2.09808349609375e-05,0.002326488494873047
2000,4,32,0.0625,0.125,1.0,,1.0,1.0,0.003673553466796875,,0.0023763179779052734,0.002268075942993164
2000,4,32,0.0625,0.0078125,0.26666666666666666,,0.06666666666666667,1.0,0.0005021095275878906,,0.00020742416381835938,0.0024297237396240234
2000,4,32,0.0078125,0.125,1.0,,1.0,1.0,0.003491640090942383,,0.001661539077758789,0.002265453338623047
2000,4,32,0.0078125,0.0078125,0.0,,0.0,1.0,4.7206878662109375e-05,,2.3365020751953125e-05,0.002437114715576172
2000,4,64,0.0625,0.125,1.0,,1.0,1.0,0.004161357879638672,,0.0033752918243408203,0.0024194717407226562
2000,4,64,0.0625,0.0078125,0.0,,0.0,1.0,0.0001780986785888672,,0.00015592575073242188,0.0022690296173095703
2000,4,64,0.0078125,0.125,1.0,,1.0,1.0,0.00411224365234375,,0.0031783580780029297,0.002270221710205078
2000,4,64,0.0078125,0.0078125,0.0,,0.0,1.0,4.6253204345703125e-05,,2.288818359375e-05,0.0022575855255126953
2000,8,16,0.0625,0.125,0.996,,1.0,1.0,0.003985404968261719,,0.002529621124267578,0.003061056137084961
2000,8,16,0.0625,0.0078125,0.06666666666666667,,0.0,1.0,0.0003032684326171875,,0.00021028518676757812,0.003098011016845703
2000,8,16,0.0078125,0.125,0.996,,1.0,1.0,0.00403285026550293,,0.0022208690643310547,0.003082752227783203
2000,8,16,0.0078125,0.0078125,0.07142857142857142,,0.0,1.0,0.00011372566223144531,,3.075599670410156e-05,0.003062009811401367
2000,8,32,0.0625,0.125,1.0,,1.0,1.0,0.004492998123168945,,0.0029807090759277344,0.0030820369720458984
2000,8,32,0.0625,0.0078125,0.06666666666666667,,0.0,1.0,0.0003552436828613281,,0.0002162456512451172,0.003122091293334961
2000,8,32,0.0078125,0.125,1.0,,1.0,1.0,0.004286050796508789,,0.0029740333557128906,0.0030434131622314453
2000,8,32,0.0078125,0.0078125,0.0,,0.21428571428571427,1.0,5.054473876953125e-05,,0.0002808570861816406,0.0031952857971191406
2000,8,64,0.0625,0.125,1.0,,1.0,1.0,0.005126476287841797,,0.00497889518737793,0.0030858516693115234
2000,8,64,0.0625,0.0078125,0.0,,0.3333333333333333,1.0,0.0002319812774658203,,0.0006864070892333984,0.0031516551971435547
2000,8,64,0.0078125,0.125,1.0,,1.0,1.0,0.0050199031829833984,,0.004598379135131836,0.0031435489654541016
2000,8,64,0.0078125,0.0078125,0.21428571428571427,,0.0,1.0,0.0006892681121826172,,2.9325485229492188e-05,0.0031011104583740234
2000,16,16,0.0625,0.125,0.98,,0.988,1.0,0.0057828426361083984,,0.005012989044189453,0.00479888916015625
2000,16,16,0.0625,0.0078125,0.0,,0.2,1.0,0.0003418922424316406,,0.0004825592041015625,0.0048253536224365234
2000,16,16,0.0078125,0.125,0.0,,0.952,1.0,5.8650970458984375e-05,,0.004930019378662109,0.0048046112060546875
2000,16,16,0.0078125,0.0078125,0.0,,0.0,1.0,5.7697296142578125e-05,,4.100799560546875e-05,0.004729032516479492
2000,16,32,0.0625,0.125,1.0,,1.0,1.0,0.006266117095947266,,0.005828142166137695,0.00478672981262207
2000,16,32,0.0625,0.0078125,0.13333333333333333,,0.13333333333333333,1.0,0.0006768703460693359,,0.0005266666412353516,0.004835844039916992
2000,16,32,0.0078125,0.125,1.0,,1.0,1.0,0.006522655487060547,,0.005709171295166016,0.004824638366699219
2000,16,32,0.0078125,0.0078125,0.0,,0.0,1.0,6.556510925292969e-05,,4.1484832763671875e-05,0.00482940673828125
2000,16,64,0.0625,0.125,1.0,,1.0,1.0,0.006958484649658203,,0.006883859634399414,0.004836082458496094
2000,16,64,0.0625,0.0078125,0.2,,0.0,1.0,0.0012731552124023438,,0.00031566619873046875,0.004851102828979492
2000,16,64,0.0078125,0.125,1.0,,1.0,1.0,0.006765604019165039,,0.006536960601806641,0.0048580169677734375
2000,16,64,0.0078125,0.0078125,0.0,,0.0,1.0,6.556510925292969e-05,,4.1484832763671875e-05,0.005065441131591797
2000,32,16,0.0625,0.125,0.9839357429718876,,0.963855421686747,1.0,0.009206056594848633,,0.008339881896972656,0.008013248443603516
2000,32,16,0.0625,0.0078125,0.14285714285714285,,0.0,1.0,0.0008182525634765625,,0.0005221366882324219,0.008137702941894531
2000,32,16,0.0078125,0.125,0.9799196787148594,,0.9718875502008032,1.0,0.008677482604980469,,0.007903337478637695,0.008016824722290039
2000,32,16,0.0078125,0.0078125,0.0,,0.0,1.0,9.489059448242188e-05,,6.699562072753906e-05,0.008193731307983398
2000,32,32,0.0625,0.125,1.0,,1.0,1.0,0.009906530380249023,,0.009315013885498047,0.008011579513549805
2000,32,32,0.0625,0.0078125,0.0,,0.35714285714285715,1.0,0.0005459785461425781,,0.0012845993041992188,0.008110284805297852
2000,32,32,0.0078125,0.125,1.0,,0.9919678714859438,1.0,0.009407997131347656,,0.009022235870361328,0.008155107498168945
2000,32,32,0.0078125,0.0078125,0.07142857142857142,,0.0,1.0,0.0003838539123535156,,6.651878356933594e-05,0.008197546005249023
2000,32,64,0.0625,0.125,1.0,,1.0,1.0,0.010881423950195312,,0.010401010513305664,0.008118629455566406
2000,32,64,0.0625,0.0078125,0.0,,0.06666666666666667,1.0,0.0005381107330322266,,0.0008029937744140625,0.008489847183227539
2000,32,64,0.0078125,0.125,1.0,,1.0,1.0,0.010111570358276367,,0.009953022003173828,0.008163928985595703
2000,32,64,0.0078125,0.0078125,0.0,,0.0,1.0,9.083747863769531e-05,,6.771087646484375e-05,0.008487701416015625
4000,4,16,0.0625,0.125,0.986,,1.0,1.0,0.006277561187744141,,0.002711772918701172,0.004564523696899414
4000,4,16,0.0625,0.0078125,0.034482758620689655,,0.2413793103448276,1.0,0.0007572174072265625,,0.0004305839538574219,0.004770517349243164
4000,4,16,0.0078125,0.125,0.968,,0.996,1.0,0.005880594253540039,,0.0029070377349853516,0.004552125930786133
4000,4,16,0.0078125,0.0078125,0.0,,0.0,1.0,7.009506225585938e-05,,4.315376281738281e-05,0.004487514495849609
4000,4,32,0.0625,0.125,1.0,,1.0,1.0,0.007084846496582031,,0.004414796829223633,0.004549264907836914
4000,4,32,0.0625,0.0078125,0.25806451612903225,,0.0,1.0,0.0009806156158447266,,0.0003077983856201172,0.004607677459716797
4000,4,32,0.0078125,0.125,1.0,,1.0,1.0,0.00704193115234375,,0.00390934944152832,0.0046117305755615234
4000,4,32,0.0078125,0.0078125,0.0,,0.0,1.0,7.128715515136719e-05,,5.078315734863281e-05,0.004696846008300781
4000,4,64,0.0625,0.125,1.0,,1.0,1.0,0.008395195007324219,,0.006428956985473633,0.004544496536254883
4000,4,64,0.0625,0.0078125,0.2903225806451613,,0.0,1.0,0.0016672611236572266,,0.0003154277801513672,0.004611015319824219
4000,4,64,0.0078125,0.125,1.0,,1.0,1.0,0.008523941040039062,,0.0062029361724853516,0.004592180252075195
4000,4,64,0.0078125,0.0078125,0.0,,0.0,1.0,7.343292236328125e-05,,4.458427429199219e-05,0.00461268424987793
4000,8,16,0.0625,0.125,0.982,,0.994,1.0,0.008169889450073242,,0.006083250045776367,0.006239891052246094
4000,8,16,0.0625,0.0078125,0.0967741935483871,,0.12903225806451613,1.0,0.0006272792816162109,,0.0005657672882080078,0.0062901973724365234
4000,8,16,0.0078125,0.125,0.9759519038076152,,1.0,1.0,0.007883787155151367,,0.003943920135498047,0.006215333938598633
4000,8,16,0.0078125,0.0078125,0.0,,0.0,1.0,8.296966552734375e-05,,5.817413330078125e-05,0.00635218620300293
4000,8,32,0.0625,0.125,1.0,,1.0,1.0,0.009243249893188477,,0.007412910461425781,0.0062351226806640625
4000,8,32,0.0625,0.0078125,0.06451612903225806,,0.22580645161290322,1.0,0.0006864070892333984,,0.0008692741394042969,0.006264448165893555
4000,8,32,0.0078125,0.125,1.0,,1.0,1.0,0.008871793746948242,,0.00688481330871582,0.006328582763671875
4000,8,32,0.0078125,0.0078125,0.0,,0.0,1.0,8.606910705566406e-05,,5.698204040527344e-05,0.006207466125488281
4000,8,64,0.0625,0.125,1.0,,1.0,1.0,0.010514020919799805,,0.009294748306274414,0.006212711334228516
4000,8,64,0.0625,0.0078125,0.5,,0.6,1.0,0.0032088756561279297,,0.002359151840209961,0.00628352165222168
4000,8,64,0.0078125,0.125,1.0,,1.0,1.0,0.010304450988769531,,0.009259223937988281,0.00638127326965332
4000,8,64,0.0078125,0.0078125,0.0,,0.45161290322580644,1.0,8.749961853027344e-05,,0.0013515949249267578,0.006428956985473633
4000,16,16,0.0625,0.125,0.9759036144578314,,0.9799196787148594,1.0,0.011497974395751953,,0.01005101203918457,0.00944066047668457
4000,16,16,0.0625,0.0078125,0.034482758620689655,,0.034482758620689655,1.0,0.0011370182037353516,,0.0006933212280273438,0.009561538696289062
4000,16,16,0.0078125,0.125,0.9939879759519038,,0.9779559118236473,1.0,0.010942935943603516,,0.009261131286621094,0.009626150131225586
4000,16,16,0.0078125,0.0078125,0.03333333333333333,,0.0,1.0,0.00021123886108398438,,8.511543273925781e-05,0.00967264175415039
4000,16,32,0.0625,0.125,1.0,,1.0,1.0,0.0127105712890625,,0.012535572052001953,0.009777307510375977
4000,16,32,0.0625,0.0078125,0.25806451612903225,,0.03225806451612903,1.0,0.0018892288208007812,,0.0008411407470703125,0.009611368179321289
4000,16,32,0.0078125,0.125,1.0,,1.0,1.0,0.012331008911132812,,0.011232852935791016,0.009655952453613281
4000,16,32,0.0078125,0.0078125,0.0,,0.13333333333333333,1.0,0.00011420249938964844,,0.0007333755493164062,0.009876489639282227
4000,16,64,0.0625,0.125,1.0,,1.0,1.0,0.014238119125366211,,0.013315439224243164,0.009684562683105469
4000,16,64,0.0625,0.0078125,0.26666666666666666,,0.13333333333333333,1.0,0.003081083297729492,,0.0013256072998046875,0.010202407836914062
4000,16,64,0.0078125,0.125,1.0,,1.0,1.0,0.013960599899291992,,0.013025283813476562,0.009680032730102539
4000,16,64,0.0078125,0.0078125,0.0,,0.0,1.0,0.00011587142944335938,,8.368492126464844e-05,0.009797096252441406
4000,32,16,0.0625,0.125,0.98,,0.956,1.0,0.018526077270507812,,0.01677107810974121,0.01605987548828125
4000,32,16,0.0625,0.0078125,0.1,,0.0,1.0,0.0014989376068115234,,0.0010516643524169922,0.01672983169555664
4000,32,16,0.0078125,0.125,0.984,,0.968,1.0,0.01760578155517578,,0.016119718551635742,0.016208887100219727
4000,32,16,0.0078125,0.0078125,0.0,,0.0,1.0,0.0001628398895263672,,0.0001552104949951172,0.016009092330932617
4000,32,32,0.0625,0.125,1.0,,0.9979959919839679,1.0,0.0196225643157959,,0.01894998550415039,0.016101598739624023
4000,32,32,0.0625,0.0078125,0.16129032258064516,,0.12903225806451613,1.0,0.0023369789123535156,,0.0017135143280029297,0.01619863510131836
4000,32,32,0.0078125,0.125,1.0,,1.0,1.0,0.01927947998046875,,0.01857161521911621,0.016361474990844727
4000,32,32,0.0078125,0.0078125,0.03225806451612903,,0.03225806451612903,1.0,0.0004172325134277344,,0.0003170967102050781,0.016408205032348633
4000,32,64,0.0625,0.125,1.0,,1.0,1.0,0.0213625431060791,,0.021395444869995117,0.016359806060791016
4000,32,64,0.0625,0.0078125,0.5333333333333333,,0.5666666666666667,1.0,0.008418560028076172,,0.007334232330322266,0.016499757766723633
4000,32,64,0.0078125,0.125,1.0,,1.0,1.0,0.020539045333862305,,0.02021193504333496,0.016527175903320312
4000,32,64,0.0078125,0.0078125,0.0,,0.0,1.0,0.00016188621520996094,,0.0001590251922607422,0.01616835594177246
8000,4,16,0.0625,0.125,0.986,,1.0,1.0,0.012851953506469727,,0.005324602127075195,0.009073495864868164
8000,4,16,0.0625,0.0078125,0.0,,0.4262295081967213,1.0,0.0006453990936279297,,0.001003265380859375,0.009064435958862305
8000,4,16,0.0078125,0.125,0.982,,1.0,1.0,0.011974811553955078,,0.00427699089050293,0.009341001510620117
8000,4,16,0.0078125,0.0078125,0.0,,0.22580645161290322,1.0,0.00012421607971191406,,0.0003173351287841797,0.00909733772277832
8000,4,32,0.0625,0.125,1.0,,1.0,1.0,0.01460123062133789,,0.008481740951538086,0.009129762649536133
8000,4,32,0.0625,0.0078125,0.08064516129032258,,1.0,1.0,0.0010938644409179688,,0.001535654067993164,0.009257078170776367
8000,4,32,0.0078125,0.125,1.0,,1.0,1.0,0.014305830001831055,,0.007710456848144531,0.009141683578491211
8000,4,32,0.0078125,0.0078125,0.0,,0.0,1.0,0.00012612342834472656,,8.511543273925781e-05,0.009134054183959961
8000,4,64,0.0625,0.125,1.0,,1.0,1.0,0.017254114151000977,,0.012700557708740234,0.009165525436401367
8000,4,64,0.0625,0.0078125,0.04838709677419355,,0.3387096774193548,1.0,0.0012149810791015625,,0.0019807815551757812,0.009180068969726562
8000,4,64,0.0078125,0.125,1.0,,1.0,1.0,0.01822662353515625,,0.011423110961914062,0.00936436653137207
8000,4,64,0.0078125,0.0078125,0.0,,0.8666666666666667,1.0,0.00013494491577148438,,0.0022585391998291016,0.009243011474609375
8000,8,16,0.0625,0.125,0.993,,0.997,1.0,0.016328096389770508,,0.01163625717163086,0.013092994689941406
8000,8,16,0.0625,0.0078125,0.08064516129032258,,0.3548387096774194,1.0,0.0011234283447265625,,0.0015187263488769531,0.012438535690307617
8000,8,16,0.0078125,0.125,0.983983983983984,,0.998998998998999,1.0,0.015314579010009766,,0.009304046630859375,0.012349128723144531
8000,8,16,0.0078125,0.0078125,0.0,,0.0,1.0,0.00014638900756835938,,0.00011181831359863281,0.012509822845458984
8000,8,32,0.0625,0.125,1.0,,1.0,1.0,0.018576383590698242,,0.014630794525146484,0.01261591911315918
8000,8,32,0.0625,0.0078125,0.03225806451612903,,0.6935483870967742,1.0,0.0010597705841064453,,0.002635478973388672,0.012400627136230469
8000,8,32,0.0078125,0.125,1.0,,1.0,1.0,0.017945528030395508,,0.011638641357421875,0.012514591217041016
8000,8,32,0.0078125,0.0078125,0.0,,0.0,1.0,0.00015425682067871094,,0.00011897087097167969,0.013016223907470703
8000,8,64,0.0625,0.125,1.0,,1.0,1.0,0.022019147872924805,,0.018389225006103516,0.012482643127441406
8000,8,64,0.0625,0.0078125,0.25806451612903225,,0.04838709677419355,1.0,0.0043201446533203125,,0.0013103485107421875,0.012611865997314453
8000,8,64,0.0078125,0.125,1.0,,1.0,1.0,0.021427631378173828,,0.01982879638671875,0.012546300888061523
8000,8,64,0.0078125,0.0078125,0.0,,0.36065573770491804,1.0,0.00015807151794433594,,0.0025680065155029297,0.012546539306640625
8000,16,16,0.0625,0.125,0.986986986986987,,0.994994994994995,1.0,0.023141145706176758,,0.017911911010742188,0.01873493194580078
8000,16,16,0.0625,0.0078125,0.06451612903225806,,0.08064516129032258,1.0,0.0018880367279052734,,0.001573324203491211,0.020027637481689453
8000,16,16,0.0078125,0.125,0.98,,0.975,1.0,0.022577285766601562,,0.01857304573059082,0.018888473510742188
8000,16,16,0.0078125,0.0078125,0.0,,0.01639344262295082,1.0,0.0001990795135498047,,0.00027942657470703125,0.018174409866333008
8000,16,32,0.0625,0.125,1.0,,1.0,1.0,0.02445054054260254,,0.021872997283935547,0.017807960510253906
8000,16,32,0.0625,0.0078125,0.08064516129032258,,0.11290322580645161,1.0,0.0020003318786621094,,0.001949310302734375,0.019137859344482422
8000,16,32,0.0078125,0.125,1.0,,1.0,1.0,0.025330781936645508,,0.022322893142700195,0.019791364669799805
8000,16,32,0.0078125,0.0078125,0.0,,0.01639344262295082,1.0,0.00020503997802734375,,0.0003116130828857422,0.018930673599243164
8000,16,64,0.0625,0.125,1.0,,1.0,1.0,0.028957128524780273,,0.02947092056274414,0.019346237182617188
8000,16,64,0.0625,0.0078125,0.3064516129032258,,0.7258064516129032,1.0,0.007233619689941406,,0.007399082183837891,0.019147634506225586
8000,16,64,0.0078125,0.125,1.0,,1.0,1.0,0.028344154357910156,,0.028488874435424805,0.019286155700683594
8000,16,64,0.0078125,0.0078125,0.0,,0.06557377049180328,1.0,0.00020694732666015625,,0.0010297298431396484,0.019127368927001953
8000,32,16,0.0625,0.125,0.987987987987988,,0.94994994994995,1.0,0.036505937576293945,,0.033829450607299805,0.03123927116394043
8000,32,16,0.0625,0.0078125,0.04838709677419355,,0.06451612903225806,1.0,0.0025300979614257812,,0.0025908946990966797,0.03155517578125
8000,32,16,0.0078125,0.125,0.983,,0.943,1.0,0.03532838821411133,,0.032888174057006836,0.032656192779541016
8000,32,16,0.0078125,0.0078125,0.01639344262295082,,0.01639344262295082,1.0,0.00043129920959472656,,0.00035834312438964844,0.03302907943725586
8000,32,32,0.0625,0.125,1.0,,1.0,1.0,0.04029250144958496,,0.03503608703613281,0.03176236152648926
8000,32,32,0.0625,0.0078125,0.06451612903225806,,0.11290322580645161,1.0,0.003198862075805664,,0.0037941932678222656,0.03246450424194336
8000,32,32,0.0078125,0.125,1.0,,0.998998998998999,1.0,0.038420677185058594,,0.03774595260620117,0.03564286231994629
8000,32,32,0.0078125,0.0078125,0.0,,0.03225806451612903,1.0,0.0003020763397216797,,0.0005850791931152344,0.03207731246948242
8000,32,64,0.0625,0.125,1.0,,1.0,1.0,0.0430140495300293,,0.043761491775512695,0.03307199478149414
8000,32,64,0.0625,0.0078125,0.1774193548387097,,0.1774193548387097,1.0,0.007781505584716797,,0.0071125030517578125,0.03310394287109375
8000,32,64,0.0078125,0.125,1.0,,1.0,1.0,0.04236769676208496,,0.04242897033691406,0.03261089324951172
8000,32,64,0.0078125,0.0078125,0.0,,0.14754098360655737,1.0,0.000331878662109375,,0.003121614456176758,0.032598257064819336
16000,4,16,0.0625,0.125,0.9835,,1.0,1.0,0.025641202926635742,,0.010344505310058594,0.017885923385620117
16000,4,16,0.0625,0.0078125,0.096,,0.128,1.0,0.00183868408203125,,0.0015909671783447266,0.018696308135986328
16000,4,16,0.0078125,0.125,0.9844844844844844,,1.0,1.0,0.024508237838745117,,0.011297464370727539,0.018143653869628906
16000,4,16,0.0078125,0.0078125,0.0,,0.024,1.0,0.0002262592315673828,,0.00023651123046875,0.018042802810668945
16000,4,32,0.0625,0.125,0.9995,,1.0,1.0,0.030420303344726562,,0.01834845542907715,0.018695354461669922
16000,4,32,0.0625,0.0078125,0.15447154471544716,,0.22764227642276422,1.0,0.002934694290161133,,0.0024039745330810547,0.018093347549438477
16000,4,32,0.0078125,0.125,1.0,,1.0,1.0,0.029864788055419922,,0.016992807388305664,0.01831340789794922
16000,4,32,0.0078125,0.0078125,0.04,,0.0,1.0,0.000667572021484375,,0.0001800060272216797,0.018418550491333008
16000,4,64,0.0625,0.125,1.0,,1.0,1.0,0.03585553169250488,,0.026018381118774414,0.01817798614501953
16000,4,64,0.0625,0.0078125,0.11290322580645161,,0.5887096774193549,1.0,0.0038917064666748047,,0.004876613616943359,0.018132686614990234
16000,4,64,0.0078125,0.125,1.0,,1.0,1.0,0.036957740783691406,,0.026409149169921875,0.01835775375366211
16000,4,64,0.0078125,0.0078125,0.008,,0.0,1.0,0.0006144046783447266,,0.00020575523376464844,0.018748760223388672
16000,8,16,0.0625,0.125,0.9805,,0.999,1.0,0.03449368476867676,,0.02171802520751953,0.024313926696777344
16000,8,16,0.0625,0.0078125,0.07258064516129033,,0.06451612903225806,1.0,0.002282857894897461,,0.0020117759704589844,0.02460622787475586
16000,8,16,0.0078125,0.125,0.9865,,0.9995,1.0,0.031250953674316406,,0.019726037979125977,0.024741411209106445
16000,8,16,0.0078125,0.0078125,0.016129032258064516,,0.016129032258064516,1.0,0.0004096031188964844,,0.0003159046173095703,0.024950265884399414
16000,8,32,0.0625,0.125,1.0,,1.0,1.0,0.03769111633300781,,0.030751466751098633,0.025098323822021484
16000,8,32,0.0625,0.0078125,0.03225806451612903,,0.0967741935483871,1.0,0.0021865367889404297,,0.002593517303466797,0.024714946746826172
16000,8,32,0.0078125,0.125,1.0,,1.0,1.0,0.03634357452392578,,0.02748727798461914,0.02564215660095215
16000,8,32,0.0078125,0.0078125,0.04838709677419355,,0.008064516129032258,1.0,0.0009870529174804688,,0.000308990478515625,0.025273799896240234
16000,8,64,0.0625,0.125,1.0,,1.0,1.0,0.046344757080078125,,0.03402519226074219,0.02504754066467285
16000,8,64,0.0625,0.0078125,0.25,,0.6612903225806451,1.0,0.008485078811645508,,0.008553266525268555,0.0248720645904541
16000,8,64,0.0078125,0.125,1.0,,1.0,1.0,0.044785261154174805,,0.03377509117126465,0.02510237693786621
16000,8,64,0.0078125,0.0078125,0.03225806451612903,,0.0,1.0,0.0014188289642333984,,0.00024819374084472656,0.02487969398498535
16000,16,16,0.0625,0.125,0.9845,,0.989,1.0,0.04576277732849121,,0.03805875778198242,0.0356595516204834
16000,16,16,0.0625,0.0078125,0.07258064516129033,,0.07258064516129033,1.0,0.0033249855041503906,,0.0031023025512695312,0.03763556480407715
16000,16,16,0.0078125,0.125,0.984,,0.9975,1.0,0.04492473602294922,,0.03105473518371582,0.03761625289916992
16000,16,16,0.0078125,0.0078125,0.016,,0.016,1.0,0.0005552768707275391,,0.00043129920959472656,0.038402557373046875
